Date,company_name,Open,High,Low,Close,Volume,SMA_10,SMA_30,RSI_14,MACD,Bollinger_Upper,Bollinger_Lower,Rolling_Volatility,USD_to_ALL,Dow_Jones_Index,SP500_Index
2018-01-02,AAPL,39.986353061174896,40.489237224924096,39.774857509538,40.479835510253906,102223600.0,122.06329966969383,121.81756893064667,56.01619682130376,0.0,129.19417166198255,114.66318053026458,0.017546441459866998,0.7824,24824.01,2695.81
2018-01-03,AAPL,40.543280645459944,41.0179667910744,40.40933670273748,40.472782135009766,118071600.0,122.06329966969383,121.81756893064667,56.01619682130376,-0.0005626624126335855,129.19417166198255,114.66318053026458,0.017546441459866998,0.784,24922.68,2713.06
2018-01-04,AAPL,40.545634159903784,40.764179210026526,40.43753953848259,40.66078186035156,89738400.0,122.06329966969383,121.81756893064667,56.01619682130376,0.014000046407147693,129.19417166198255,114.66318053026458,0.017546441459866998,0.7856,25075.13,2723.99
2018-01-05,AAPL,40.75713026121259,41.21066440433264,40.665483261086045,41.12371826171875,94640000.0,122.06329966969383,121.81756893064667,56.01619682130376,0.06217943096012135,129.19417166198255,114.66318053026458,0.017546441459866998,0.7859,25295.87,2743.15
2018-01-08,AAPL,40.970977783203125,41.267067287873886,40.872277695942245,40.970977783203125,82271200.0,122.06329966969383,121.81756893064667,56.01619682130376,0.08703378887974367,129.19417166198255,114.66318053026458,0.017546441459866998,0.7838,25283.0,2747.71
2018-01-09,AAPL,41.017976757349864,41.13782174424207,40.750085221111235,40.966278076171875,86336000.0,122.06329966969383,121.81756893064667,56.01619682130376,0.10513983296949903,129.19417166198255,114.66318053026458,0.017546441459866998,0.7822,25385.8,2751.29
2018-01-10,AAPL,40.69133175288106,40.9592232542741,40.65373206496888,40.956871032714844,95839600.0,122.06329966969383,121.81756893064667,56.01619682130376,0.11737688589259676,129.19417166198255,114.66318053026458,0.017546441459866998,0.7841,25369.13,2748.23
2018-01-11,AAPL,41.02737624645928,41.238871836202,41.00387912695732,41.18952178955078,74670800.0,122.06329966969383,121.81756893064667,56.01619682130376,0.1441857269230411,129.19417166198255,114.66318053026458,0.017546441459866998,0.7885,25574.73,2767.56
2018-01-12,AAPL,41.400997320287765,41.67829047142875,41.27645152080073,41.61484146118164,101672400.0,122.06329966969383,121.81756893064667,56.01619682130376,0.1974752972402669,129.19417166198255,114.66318053026458,0.017546441459866998,0.7886,25803.19,2786.24
2018-01-16,AAPL,41.80519391095226,42.15533427468017,41.39160810901401,41.403358459472656,118263600.0,40.98389663696289,121.81756893064667,56.01619682130376,0.22010551547509039,129.19417166198255,114.66318053026458,0.017546441459866998,0.7958,25792.86,2776.42
2018-01-17,AAPL,41.393964977895756,42.12244382278063,41.14017600316986,42.087196350097656,137547200.0,41.144632720947264,121.81756893064667,56.01619682130376,0.28987858923628096,129.19417166198255,114.66318053026458,0.017546441459866998,0.7982,26115.65,2802.56
2018-01-18,AAPL,42.15063189805174,42.322179120016855,41.8874412686416,42.12478256225586,124773600.0,41.30983276367188,121.81756893064667,56.01619682130376,0.3442389734750648,129.19417166198255,114.66318053026458,0.017546441459866998,0.7993,26017.81,2798.03
2018-01-19,AAPL,41.972037930006024,42.19998109045829,41.690047463316596,41.936790466308594,129700400.0,41.43743362426758,121.81756893064667,56.01619682130376,0.3679095463674926,129.19417166198255,114.66318053026458,0.017546441459866998,0.8001,26071.72,2810.3
2018-01-22,AAPL,41.66420656570535,41.77700205808335,41.49971239229909,41.59370803833008,108434400.0,41.48443260192871,121.81756893064667,68.89976866804835,0.35489376681350393,129.19417166198255,114.66318053026458,0.017546441459866998,0.8004,26214.6,2832.97
2018-01-23,AAPL,41.66419639043257,42.167080503862,41.5514009256016,41.60309600830078,130756400.0,41.547644424438474,121.81756893064667,68.99853408762439,0.34140074320831104,129.19417166198255,114.66318053026458,0.017546441459866998,0.7984,26210.81,2839.13
2018-01-24,AAPL,41.65245730262938,41.664207655116506,40.70073612243834,40.9404296875,204420400.0,41.54505958557129,121.81756893064667,56.47390339551061,0.2740764086023759,129.19417166198255,114.66318053026458,0.017546441459866998,0.8066,26252.12,2837.54
2018-01-25,AAPL,41.00857612781527,41.11197349291074,40.07330615521337,40.20960235595703,166116000.0,41.47033271789551,121.81756893064667,44.57014364048377,0.1599064287327323,129.19417166198255,114.66318053026458,0.017546441459866998,0.8089,26392.79,2839.25
2018-01-26,AAPL,40.41874038429801,40.41874038429801,39.962854017878804,40.303592681884766,156572000.0,41.38173980712891,121.81756893064667,39.16802953674509,0.07613252259852743,129.19417166198255,114.66318053026458,0.017546441459866998,0.8105,26616.71,2872.87
2018-01-29,AAPL,39.98636656437985,39.98636656437985,39.26023983900179,39.469383239746094,202561600.0,41.16719398498535,121.81756893064667,33.192887653133894,-0.05691653340484493,129.19417166198255,114.66318053026458,0.017546441459866998,0.8089,26439.48,2853.53
2018-01-30,AAPL,38.89833863011055,39.33072430737297,38.703294272434796,39.23672866821289,184192800.0,40.950531005859375,121.81756893064667,31.581316405466083,-0.17906796437418393,42.54628671340369,39.38814092941858,0.017546441459866998,0.8076,26076.89,2822.43
2018-01-31,AAPL,39.21323040732901,39.582170664698516,39.12628425640672,39.344825744628906,129915600.0,40.6762939453125,121.81756893064667,33.18609140723599,-0.2641068632899106,42.63790021059147,39.1830264556683,0.009461515358902,0.8069,26149.39,2823.81
2018-02-01,AAPL,39.28374394702707,39.624482772549754,39.18739604335975,39.42708969116211,188923200.0,40.406524658203125,121.81756893064667,31.022173952691304,-0.3211606503148019,42.70085069435886,39.01550672751614,0.009490199489227356,0.8028,26186.71,2821.98
2018-02-02,AAPL,39.008791439258424,39.19678633201018,37.62233582840989,37.716331481933594,346375200.0,39.98447875976562,121.81756893064667,17.122471945536276,-0.4986717007107728,43.0291718976624,38.392740486370805,0.013249551996424507,0.7929,25520.96,2762.13
2018-02-05,AAPL,37.38734080820621,38.51060565150299,36.65886198826042,36.774009704589844,290954000.0,39.5025089263916,121.81756893064667,15.2434365108369,-0.7072354096044293,43.39211894880426,37.594822579516055,0.0135669847469381,0.7926,24345.75,2648.94
2018-02-06,AAPL,36.38391663016176,38.47300138641009,36.18887227786028,38.310855865478516,272975200.0,39.173284912109374,121.81756893064667,24.866901424541936,-0.7399829475031581,43.40719712259356,37.313732213954296,0.0172071464727775,0.7877,24912.77,2695.14
2018-02-07,AAPL,38.32495890960423,38.397806073513465,37.38029082924668,37.4907341003418,206434400.0,38.828315353393556,121.81756893064667,22.067957298594365,-0.8226298151839799,43.474835946406316,36.89853899255853,0.017658327979808375,0.7842,24893.35,2681.66
2018-02-08,AAPL,37.66697240539024,37.833818773966335,36.4309122878518,36.459110260009766,217562000.0,38.45326614379883,121.81756893064667,20.03080525692961,-0.9603017151292406,43.6223078356569,36.30129102603743,0.01836919618955519,0.7789,23860.46,2581.0
2018-02-09,AAPL,37.06078818257288,37.25426593663926,35.44924403446056,36.905059814453125,282690400.0,38.113412857055664,121.81756893064667,24.6332441889311,-1.0216463820808528,43.60190548075403,35.893247183430546,0.018638105038271156,0.7809,24190.9,2619.55
